file_name,label,keep,did_not_load,text,human,colors
poison_ivy_plant_1.jpg,1,1,0,0,0,0
poison_ivy_plant_10.jpg,1,1,0,0,0,0
poison_ivy_plant_11.jpg,1,0,0,0,1,0
poison_ivy_plant_12.jpg,1,1,0,0,0,0
poison_ivy_plant_13.jpg,1,1,0,0,0,0
poison_ivy_plant_14.jpg,1,1,0,0,0,0
poison_ivy_plant_15.jpg,1,0,1,0,0,0
poison_ivy_plant_16.jpg,1,1,0,0,0,0
poison_ivy_plant_17.jpg,1,1,0,0,0,0
poison_ivy_plant_18.jpg,1,0,0,1,0,1
poison_ivy_plant_19.jpg,1,0,0,1,1,0
poison_ivy_plant_2.jpg,1,1,0,0,0,0
poison_ivy_plant_20.jpg,1,0,1,0,0,0
poison_ivy_plant_21.jpg,1,1,0,0,0,0
poison_ivy_plant_22.jpg,1,1,0,0,0,0
poison_ivy_plant_23.jpg,1,0,1,0,0,0
poison_ivy_plant_24.jpg,1,1,0,0,0,0
poison_ivy_plant_25.jpg,1,1,0,0,0,0
poison_ivy_plant_26.jpg,1,0,0,1,0,0
poison_ivy_plant_27.jpg,1,1,0,0,0,0
poison_ivy_plant_28.jpg,1,1,0,0,0,0
poison_ivy_plant_29.jpg,1,1,0,0,0,0
poison_ivy_plant_3.jpg,1,1,0,0,0,0
poison_ivy_plant_30.jpg,1,1,0,0,0,0
poison_ivy_plant_31.jpg,1,1,0,0,0,0
poison_ivy_plant_32.jpg,1,1,0,0,0,0
poison_ivy_plant_33.jpg,1,0,0,0,1,1
poison_ivy_plant_34.jpg,1,1,0,0,0,0
poison_ivy_plant_35.jpg,1,1,0,0,0,0
poison_ivy_plant_36.jpg,1,1,0,0,0,0
poison_ivy_plant_37.jpg,1,1,0,0,0,0
poison_ivy_plant_38.jpg,1,1,0,0,0,0
poison_ivy_plant_39.jpg,1,0,0,1,0,1
poison_ivy_plant_4.jpg,1,0,1,0,0,0
poison_ivy_plant_40.jpg,1,1,0,0,0,0
poison_ivy_plant_41.jpg,1,1,0,0,0,0
poison_ivy_plant_42.jpg,1,1,0,0,0,0
poison_ivy_plant_43.jpg,1,1,0,0,0,0
poison_ivy_plant_44.jpg,1,1,0,0,0,0
poison_ivy_plant_45.jpg,1,1,0,0,0,0
poison_ivy_plant_46.jpg,1,1,0,0,0,0
poison_ivy_plant_47.jpg,1,0,1,0,0,0
poison_ivy_plant_48.jpg,1,0,0,1,0,0
poison_ivy_plant_49.jpg,1,1,0,0,0,0
poison_ivy_plant_5.jpg,1,1,0,0,0,0
poison_ivy_plant_50.jpg,1,1,0,0,0,0
poison_ivy_plant_6.jpg,1,1,0,0,0,0
poison_ivy_plant_7.jpg,1,0,0,0,1,1
poison_ivy_plant_8.jpg,1,1,0,0,0,0
poison_ivy_plant_9.jpg,1,0,0,1,0,1
poison_ivy_vines_1.jpg,1,0,1,0,0,0
poison_ivy_vines_10.jpg,1,0,1,0,0,0
poison_ivy_vines_11.jpg,1,1,0,0,0,0
poison_ivy_vines_12.jpg,1,1,0,0,0,0
poison_ivy_vines_13.jpg,1,1,0,0,0,0
poison_ivy_vines_14.jpg,1,0,1,0,0,0
poison_ivy_vines_15.jpg,1,1,0,0,0,0
poison_ivy_vines_16.jpg,1,0,0,1,1,0
poison_ivy_vines_17.jpg,1,1,0,0,0,0
poison_ivy_vines_18.jpg,1,1,0,0,0,0
poison_ivy_vines_19.jpg,1,1,0,0,0,0
poison_ivy_vines_2.jpg,1,1,0,0,0,0
poison_ivy_vines_20.jpg,1,1,0,0,0,0
poison_ivy_vines_21.jpg,1,0,1,0,0,0
poison_ivy_vines_22.jpg,1,0,1,0,0,0
poison_ivy_vines_23.jpg,1,0,1,0,0,0
poison_ivy_vines_24.jpg,1,0,1,0,0,0
poison_ivy_vines_25.jpg,1,1,0,0,0,0
poison_ivy_vines_26.jpg,1,1,0,0,0,0
poison_ivy_vines_27.jpg,1,0,0,0,1,0
poison_ivy_vines_28.jpg,1,1,0,0,0,0
poison_ivy_vines_29.jpg,1,1,0,0,0,0
poison_ivy_vines_3.jpg,1,1,0,0,0,0
poison_ivy_vines_30.jpg,1,1,0,0,0,0
poison_ivy_vines_31.jpg,1,1,0,0,0,0
poison_ivy_vines_32.jpg,1,1,0,0,0,0
poison_ivy_vines_33.jpg,1,0,1,0,0,0
poison_ivy_vines_34.jpg,1,1,0,0,0,0
poison_ivy_vines_35.jpg,1,1,0,0,0,0
poison_ivy_vines_36.jpg,1,0,0,1,0,0
poison_ivy_vines_37.jpg,1,1,0,0,0,0
poison_ivy_vines_38.jpg,1,1,0,0,0,0
poison_ivy_vines_39.jpg,1,1,0,0,0,0
poison_ivy_vines_4.jpg,1,1,0,0,0,0
poison_ivy_vines_40.jpg,1,1,0,0,0,0
poison_ivy_vines_41.jpg,1,1,0,0,0,0
poison_ivy_vines_42.jpg,1,1,0,0,0,0
poison_ivy_vines_43.jpg,1,1,0,0,0,0
poison_ivy_vines_44.jpg,1,0,1,0,0,0
poison_ivy_vines_45.jpg,1,1,0,0,0,0
poison_ivy_vines_46.jpg,1,1,0,0,0,0
poison_ivy_vines_47.jpg,1,1,0,0,0,0
poison_ivy_vines_48.jpg,1,1,0,0,0,0
poison_ivy_vines_49.jpg,1,1,0,0,0,0
poison_ivy_vines_5.jpg,1,1,0,0,0,0
poison_ivy_vines_50.jpg,1,1,0,0,0,0
poison_ivy_vines_6.jpg,1,1,0,0,0,0
poison_ivy_vines_7.jpg,1,1,0,0,0,0
poison_ivy_vines_8.jpg,1,1,0,0,0,0
poison_ivy_vines_9.jpg,1,1,0,0,0,0
Blackberries_plant_1.jpg,0,1,0,0,0,0
Blackberries_plant_10.jpg,0,1,0,0,0,0
Blackberries_plant_2.jpg,0,1,0,0,0,0
Blackberries_plant_3.jpg,0,1,0,0,0,0
Blackberries_plant_4.jpg,0,1,0,0,0,0
Blackberries_plant_5.jpg,0,1,0,0,0,0
Blackberries_plant_6.jpg,0,1,0,0,0,0
Blackberries_plant_7.jpg,0,1,0,0,0,0
Blackberries_plant_8.jpg,0,1,0,0,0,0
Blackberries_plant_9.jpg,0,1,0,0,0,0
Box_elder_plant_1.jpg,0,1,0,0,0,0
Box_elder_plant_10.jpg,0,1,0,0,0,0
Box_elder_plant_2.jpg,0,0,0,0,0,1
Box_elder_plant_3.jpg,0,1,0,0,0,0
Box_elder_plant_4.jpg,0,1,0,0,0,0
Box_elder_plant_5.jpg,0,0,0,1,0,1
Box_elder_plant_6.jpg,0,1,0,0,0,0
Box_elder_plant_7.jpg,0,1,0,0,0,0
Box_elder_plant_8.jpg,0,0,1,0,0,0
Box_elder_plant_9.jpg,0,1,0,0,0,0
Fragrant_sumac_plant_1.jpg,0,1,0,0,0,0
Fragrant_sumac_plant_10.jpg,0,1,0,0,0,0
Fragrant_sumac_plant_2.jpg,0,1,0,0,0,0
Fragrant_sumac_plant_3.jpg,0,1,0,0,0,0
Fragrant_sumac_plant_4.jpg,0,1,0,0,0,0
Fragrant_sumac_plant_5.jpg,0,1,0,0,0,0
Fragrant_sumac_plant_6.jpg,0,0,1,0,0,0
Fragrant_sumac_plant_7.jpg,0,0,1,0,0,0
Fragrant_sumac_plant_8.jpg,0,1,0,0,0,0
Fragrant_sumac_plant_9.jpg,0,1,0,0,0,0
Hoptree_plant_1.jpg,0,1,0,0,0,0
Hoptree_plant_10.jpg,0,1,0,0,0,0
Hoptree_plant_2.jpg,0,0,1,0,0,0
Hoptree_plant_3.jpg,0,1,0,0,0,0
Hoptree_plant_4.jpg,0,1,0,0,0,0
Hoptree_plant_5.jpg,0,1,0,0,0,0
Hoptree_plant_6.jpg,0,1,0,0,0,0
Hoptree_plant_7.jpg,0,1,0,0,0,0
Hoptree_plant_8.jpg,0,1,0,0,0,0
Hoptree_plant_9.jpg,0,1,0,0,0,0
Kudzu_plant_1.jpg,0,1,0,0,0,0
Kudzu_plant_10.jpg,0,1,0,0,0,0
Kudzu_plant_2.jpg,0,1,0,0,0,0
Kudzu_plant_3.jpg,0,0,1,0,0,0
Kudzu_plant_4.jpg,0,1,0,0,0,0
Kudzu_plant_5.jpg,0,1,0,0,0,0
Kudzu_plant_6.jpg,0,0,1,0,0,0
Kudzu_plant_7.jpg,0,1,0,0,0,0
Kudzu_plant_8.jpg,0,1,0,0,0,0
Kudzu_plant_9.jpg,0,1,0,0,0,0
Poison_sumac_plant_1.jpg,0,1,0,0,0,0
Poison_sumac_plant_10.jpg,0,1,0,0,0,0
Poison_sumac_plant_2.jpg,0,1,0,0,0,0
Poison_sumac_plant_3.jpg,0,1,0,0,0,0
Poison_sumac_plant_4.jpg,0,1,0,0,0,0
Poison_sumac_plant_5.jpg,0,1,0,0,0,0
Poison_sumac_plant_6.jpg,0,0,1,0,0,0
Poison_sumac_plant_7.jpg,0,1,0,0,0,0
Poison_sumac_plant_8.jpg,0,1,0,0,0,0
Poison_sumac_plant_9.jpg,0,1,0,0,0,0
Strawberries_plant_1.jpg,0,1,0,0,0,0
Strawberries_plant_10.jpg,0,1,0,0,0,0
Strawberries_plant_2.jpg,0,1,0,0,0,0
Strawberries_plant_3.jpg,0,1,0,0,0,0
Strawberries_plant_4.jpg,0,0,0,1,0,1
Strawberries_plant_5.jpg,0,1,0,0,0,0
Strawberries_plant_6.jpg,0,1,0,0,0,0
Strawberries_plant_7.jpg,0,0,0,0,0,1
Strawberries_plant_8.jpg,0,1,0,0,0,0
Strawberries_plant_9.jpg,0,0,1,0,0,0
Virgin's_bower_plant_1.jpg,0,1,0,0,0,0
Virgin's_bower_plant_10.jpg,0,1,0,0,0,0
Virgin's_bower_plant_2.jpg,0,1,0,0,0,0
Virgin's_bower_plant_3.jpg,0,1,0,0,0,0
Virgin's_bower_plant_4.jpg,0,0,1,0,0,0
Virgin's_bower_plant_5.jpg,0,1,0,0,0,0
Virgin's_bower_plant_6.jpg,0,1,0,0,0,0
Virgin's_bower_plant_7.jpg,0,1,0,0,0,0
Virgin's_bower_plant_8.jpg,0,1,0,0,0,0
Virgin's_bower_plant_9.jpg,0,1,0,0,0,0
Virginia_creeper_plant_1.jpg,0,1,0,0,0,0
Virginia_creeper_plant_10.jpg,0,1,0,0,0,0
Virginia_creeper_plant_2.jpg,0,1,0,0,0,0
Virginia_creeper_plant_3.jpg,0,0,0,1,0,1
Virginia_creeper_plant_4.jpg,0,0,1,0,0,0
Virginia_creeper_plant_5.jpg,0,1,0,0,0,0
Virginia_creeper_plant_6.jpg,0,0,1,0,0,0
Virginia_creeper_plant_7.jpg,0,0,0,1,0,0
Virginia_creeper_plant_8.jpg,0,0,0,0,0,1
Virginia_creeper_plant_9.jpg,0,1,0,0,0,0
Western_poison_oak_plant_1.jpg,0,1,0,0,0,0
Western_poison_oak_plant_10.jpg,0,1,0,0,0,0
Western_poison_oak_plant_2.jpg,0,1,0,0,0,0
Western_poison_oak_plant_3.jpg,0,0,1,0,0,0
Western_poison_oak_plant_4.jpg,0,1,0,0,0,0
Western_poison_oak_plant_5.jpg,0,1,0,0,0,0
Western_poison_oak_plant_6.jpg,0,1,0,0,0,0
Western_poison_oak_plant_7.jpg,0,0,0,1,0,1
Western_poison_oak_plant_8.jpg,0,1,0,0,0,0
Western_poison_oak_plant_9.jpg,0,0,1,0,0,0
